,Input1,Input2,Input3,Input4,Input5,Input6,Output1,Output2,Output3,Output4
0,0.0003874767513949164,0.0,7.749535027898327e-05,0.0006199628022318662,0.0010849349039057658,0.0016274023558586488,0.001162430254184749,0.0012399256044637323,0.0009299442033477993,0.0015499070055796655
1,0.0,7.749535027898327e-05,0.0006199628022318662,0.0010849349039057658,0.0016274023558586488,0.001162430254184749,0.0012399256044637323,0.0009299442033477993,0.0015499070055796655,0.0013949163050216988
2,7.749535027898327e-05,0.0006199628022318662,0.0010849349039057658,0.0016274023558586488,0.001162430254184749,0.0012399256044637323,0.0009299442033477993,0.0015499070055796655,0.0013949163050216988,0.0018598884066955985
3,0.0006199628022318662,0.0010849349039057658,0.0016274023558586488,0.001162430254184749,0.0012399256044637323,0.0009299442033477993,0.0015499070055796655,0.0013949163050216988,0.0018598884066955985,0.0012399256044637323
4,0.0010849349039057658,0.0016274023558586488,0.001162430254184749,0.0012399256044637323,0.0009299442033477993,0.0015499070055796655,0.0013949163050216988,0.0018598884066955985,0.0012399256044637323,0.0015499070055796655
5,0.0016274023558586488,0.001162430254184749,0.0012399256044637323,0.0009299442033477993,0.0015499070055796655,0.0013949163050216988,0.0018598884066955985,0.0012399256044637323,0.0015499070055796655,0.001937383756974582
6,0.001162430254184749,0.0012399256044637323,0.0009299442033477993,0.0015499070055796655,0.0013949163050216988,0.0018598884066955985,0.0012399256044637323,0.0015499070055796655,0.001937383756974582,0.0027123372597644144
7,0.0012399256044637323,0.0009299442033477993,0.0015499070055796655,0.0013949163050216988,0.0018598884066955985,0.0012399256044637323,0.0015499070055796655,0.001937383756974582,0.0027123372597644144,0.0024798512089274647
8,0.0009299442033477993,0.0015499070055796655,0.0013949163050216988,0.0018598884066955985,0.0012399256044637323,0.0015499070055796655,0.001937383756974582,0.0027123372597644144,0.0024798512089274647,0.0015499070055796655
9,0.0015499070055796655,0.0013949163050216988,0.0018598884066955985,0.0012399256044637323,0.0015499070055796655,0.001937383756974582,0.0027123372597644144,0.0024798512089274647,0.0015499070055796655,0.0012399256044637323
10,0.0013949163050216988,0.0018598884066955985,0.0012399256044637323,0.0015499070055796655,0.001937383756974582,0.0027123372597644144,0.0024798512089274647,0.0015499070055796655,0.0012399256044637323,0.001162430254184749
11,0.0018598884066955985,0.0012399256044637323,0.0015499070055796655,0.001937383756974582,0.0027123372597644144,0.0024798512089274647,0.0015499070055796655,0.0012399256044637323,0.001162430254184749,0.0017048977061376318
12,0.0012399256044637323,0.0015499070055796655,0.001937383756974582,0.0027123372597644144,0.0024798512089274647,0.0015499070055796655,0.0012399256044637323,0.001162430254184749,0.0017048977061376318,0.00379727216367018
13,0.0015499070055796655,0.001937383756974582,0.0027123372597644144,0.0024798512089274647,0.0015499070055796655,0.0012399256044637323,0.001162430254184749,0.0017048977061376318,0.00379727216367018,0.007439553626782394
14,0.001937383756974582,0.0027123372597644144,0.0024798512089274647,0.0015499070055796655,0.0012399256044637323,0.001162430254184749,0.0017048977061376318,0.00379727216367018,0.007439553626782394,0.008446993180409177
15,0.0027123372597644144,0.0024798512089274647,0.0015499070055796655,0.0012399256044637323,0.001162430254184749,0.0017048977061376318,0.00379727216367018,0.007439553626782394,0.008446993180409177,0.012244265344079356
16,0.0024798512089274647,0.0015499070055796655,0.0012399256044637323,0.001162430254184749,0.0017048977061376318,0.00379727216367018,0.007439553626782394,0.008446993180409177,0.012244265344079356,0.011081835089894607
17,0.0015499070055796655,0.0012399256044637323,0.001162430254184749,0.0017048977061376318,0.00379727216367018,0.007439553626782394,0.008446993180409177,0.012244265344079356,0.011081835089894607,0.011081835089894607
