,Input1,Input2,Input3,Input4,Input5,Input6,Output1,Output2,Output3,Output4
0,0.0009280455361009711,0.0009589803873043369,0.0,0.002505722947472622,0.0026294623522860852,0.004361814019674564,0.0032172245251500336,0.003990595805234176,0.005537338365402463,0.004114335210047639
1,0.0009589803873043369,0.0,0.002505722947472622,0.0026294623522860852,0.004361814019674564,0.0032172245251500336,0.003990595805234176,0.005537338365402463,0.004114335210047639,0.004733032234114953
2,0.0,0.002505722947472622,0.0026294623522860852,0.004361814019674564,0.0032172245251500336,0.003990595805234176,0.005537338365402463,0.004114335210047639,0.004733032234114953,0.003990595805234176
3,0.002505722947472622,0.0026294623522860852,0.004361814019674564,0.0032172245251500336,0.003990595805234176,0.005537338365402463,0.004114335210047639,0.004733032234114953,0.003990595805234176,0.005135185299758706
4,0.0026294623522860852,0.004361814019674564,0.0032172245251500336,0.003990595805234176,0.005537338365402463,0.004114335210047639,0.004733032234114953,0.003990595805234176,0.005135185299758706,0.004856771638928415
5,0.004361814019674564,0.0032172245251500336,0.003990595805234176,0.005537338365402463,0.004114335210047639,0.004733032234114953,0.003990595805234176,0.005135185299758706,0.004856771638928415,0.00417620491245437
6,0.0032172245251500336,0.003990595805234176,0.005537338365402463,0.004114335210047639,0.004733032234114953,0.003990595805234176,0.005135185299758706,0.004856771638928415,0.00417620491245437,0.0038359215492173473
7,0.003990595805234176,0.005537338365402463,0.004114335210047639,0.004733032234114953,0.003990595805234176,0.005135185299758706,0.004856771638928415,0.00417620491245437,0.0038359215492173473,0.0034337684835735933
8,0.005537338365402463,0.004114335210047639,0.004733032234114953,0.003990595805234176,0.005135185299758706,0.004856771638928415,0.00417620491245437,0.0038359215492173473,0.0034337684835735933,0.003650312441997154
9,0.004114335210047639,0.004733032234114953,0.003990595805234176,0.005135185299758706,0.004856771638928415,0.00417620491245437,0.0038359215492173473,0.0034337684835735933,0.003650312441997154,0.003804986698013982
10,0.004733032234114953,0.003990595805234176,0.005135185299758706,0.004856771638928415,0.00417620491245437,0.0038359215492173473,0.0034337684835735933,0.003650312441997154,0.003804986698013982,0.0020107653282187706
11,0.003990595805234176,0.005135185299758706,0.004856771638928415,0.00417620491245437,0.0038359215492173473,0.0034337684835735933,0.003650312441997154,0.003804986698013982,0.0020107653282187706,0.0017942213697952109
12,0.005135185299758706,0.004856771638928415,0.00417620491245437,0.0038359215492173473,0.0034337684835735933,0.003650312441997154,0.003804986698013982,0.0020107653282187706,0.0017942213697952109,0.001887025923405308
13,0.004856771638928415,0.00417620491245437,0.0038359215492173473,0.0034337684835735933,0.003650312441997154,0.003804986698013982,0.0020107653282187706,0.0017942213697952109,0.001887025923405308,0.0031244199715399364
14,0.00417620491245437,0.0038359215492173473,0.0034337684835735933,0.003650312441997154,0.003804986698013982,0.0020107653282187706,0.0017942213697952109,0.001887025923405308,0.0031244199715399364,0.002598527501082719
15,0.0038359215492173473,0.0034337684835735933,0.003650312441997154,0.003804986698013982,0.0020107653282187706,0.0017942213697952109,0.001887025923405308,0.0031244199715399364,0.002598527501082719,0.001979830477015405
16,0.0034337684835735933,0.003650312441997154,0.003804986698013982,0.0020107653282187706,0.0017942213697952109,0.001887025923405308,0.0031244199715399364,0.002598527501082719,0.001979830477015405,0.0019179607746086734
17,0.003650312441997154,0.003804986698013982,0.0020107653282187706,0.0017942213697952109,0.001887025923405308,0.0031244199715399364,0.002598527501082719,0.001979830477015405,0.0019179607746086734,0.0028150714595062795
18,0.003804986698013982,0.0020107653282187706,0.0017942213697952109,0.001887025923405308,0.0031244199715399364,0.002598527501082719,0.001979830477015405,0.0019179607746086734,0.0028150714595062795,0.0027222669058961824
19,0.0020107653282187706,0.0017942213697952109,0.001887025923405308,0.0031244199715399364,0.002598527501082719,0.001979830477015405,0.0019179607746086734,0.0028150714595062795,0.0027222669058961824,0.003650312441997154
20,0.0017942213697952109,0.001887025923405308,0.0031244199715399364,0.002598527501082719,0.001979830477015405,0.0019179607746086734,0.0028150714595062795,0.0027222669058961824,0.003650312441997154,0.004578357978098125
21,0.001887025923405308,0.0031244199715399364,0.002598527501082719,0.001979830477015405,0.0019179607746086734,0.0028150714595062795,0.0027222669058961824,0.003650312441997154,0.004578357978098125,0.004609292829301491
22,0.0031244199715399364,0.002598527501082719,0.001979830477015405,0.0019179607746086734,0.0028150714595062795,0.0027222669058961824,0.003650312441997154,0.004578357978098125,0.004609292829301491,0.004114335210047639
23,0.002598527501082719,0.001979830477015405,0.0019179607746086734,0.0028150714595062795,0.0027222669058961824,0.003650312441997154,0.004578357978098125,0.004609292829301491,0.004114335210047639,0.0030316154179298393
24,0.001979830477015405,0.0019179607746086734,0.0028150714595062795,0.0027222669058961824,0.003650312441997154,0.004578357978098125,0.004609292829301491,0.004114335210047639,0.0030316154179298393,0.003340963929963496
25,0.0019179607746086734,0.0028150714595062795,0.0027222669058961824,0.003650312441997154,0.004578357978098125,0.004609292829301491,0.004114335210047639,0.0030316154179298393,0.003340963929963496,0.003897791251624079
26,0.0028150714595062795,0.0027222669058961824,0.003650312441997154,0.004578357978098125,0.004609292829301491,0.004114335210047639,0.0030316154179298393,0.003340963929963496,0.003897791251624079,0.0032172245251500336
27,0.0027222669058961824,0.003650312441997154,0.004578357978098125,0.004609292829301491,0.004114335210047639,0.0030316154179298393,0.003340963929963496,0.003897791251624079,0.0032172245251500336,0.003340963929963496
28,0.003650312441997154,0.004578357978098125,0.004609292829301491,0.004114335210047639,0.0030316154179298393,0.003340963929963496,0.003897791251624079,0.0032172245251500336,0.003340963929963496,0.0026603972034894507
29,0.004578357978098125,0.004609292829301491,0.004114335210047639,0.0030316154179298393,0.003340963929963496,0.003897791251624079,0.0032172245251500336,0.003340963929963496,0.0026603972034894507,0.0033100290787601307
30,0.004609292829301491,0.004114335210047639,0.0030316154179298393,0.003340963929963496,0.003897791251624079,0.0032172245251500336,0.003340963929963496,0.0026603972034894507,0.0033100290787601307,0.010270370599517414
31,0.004114335210047639,0.0030316154179298393,0.003340963929963496,0.003897791251624079,0.0032172245251500336,0.003340963929963496,0.0026603972034894507,0.0033100290787601307,0.010270370599517414,0.010672523665161169
32,0.0030316154179298393,0.003340963929963496,0.003897791251624079,0.0032172245251500336,0.003340963929963496,0.0026603972034894507,0.0033100290787601307,0.010270370599517414,0.010672523665161169,0.008630823485739032
33,0.003340963929963496,0.003897791251624079,0.0032172245251500336,0.003340963929963496,0.0026603972034894507,0.0033100290787601307,0.010270370599517414,0.010672523665161169,0.008630823485739032,0.002227309286642331
34,0.003897791251624079,0.0032172245251500336,0.003340963929963496,0.0026603972034894507,0.0033100290787601307,0.010270370599517414,0.010672523665161169,0.008630823485739032,0.002227309286642331,0.006063230835859678
35,0.0032172245251500336,0.003340963929963496,0.0026603972034894507,0.0033100290787601307,0.010270370599517414,0.010672523665161169,0.008630823485739032,0.002227309286642331,0.006063230835859678,0.010177566045907317
36,0.003340963929963496,0.0026603972034894507,0.0033100290787601307,0.010270370599517414,0.010672523665161169,0.008630823485739032,0.002227309286642331,0.006063230835859678,0.010177566045907317,0.011105611582008288
37,0.0026603972034894507,0.0033100290787601307,0.010270370599517414,0.010672523665161169,0.008630823485739032,0.002227309286642331,0.006063230835859678,0.010177566045907317,0.011105611582008288,0.008599888634535667
38,0.0033100290787601307,0.010270370599517414,0.010672523665161169,0.008630823485739032,0.002227309286642331,0.006063230835859678,0.010177566045907317,0.011105611582008288,0.008599888634535667,0.008043061312875084
39,0.010270370599517414,0.010672523665161169,0.008630823485739032,0.002227309286642331,0.006063230835859678,0.010177566045907317,0.011105611582008288,0.008599888634535667,0.008043061312875084,0.010270370599517414
40,0.010672523665161169,0.008630823485739032,0.002227309286642331,0.006063230835859678,0.010177566045907317,0.011105611582008288,0.008599888634535667,0.008043061312875084,0.010270370599517414,0.011476829796448677
