,Input1,Input2,Input3,Input4,Input5,Output1,Output2,Output3,Output4,Output5
10,0.0013780748294632398,0.0017225935368290497,0.0024805346930338317,0.0024460828222972507,0.0027561496589264796,0.002893957141872804,0.0027906015296630606,0.006063529249638255,0.0011369117343071728,0.005477847447116378
11,0.0017225935368290497,0.0024805346930338317,0.0024460828222972507,0.0027561496589264796,0.002893957141872804,0.0027906015296630606,0.006063529249638255,0.0011369117343071728,0.005477847447116378,0.006132432991111417
12,0.0024805346930338317,0.0024460828222972507,0.0027561496589264796,0.002893957141872804,0.0027906015296630606,0.006063529249638255,0.0011369117343071728,0.005477847447116378,0.006132432991111417,0.00520223248122373
13,0.0024460828222972507,0.0027561496589264796,0.002893957141872804,0.0027906015296630606,0.006063529249638255,0.0011369117343071728,0.005477847447116378,0.006132432991111417,0.00520223248122373,0.01626128298766623
14,0.0027561496589264796,0.002893957141872804,0.0027906015296630606,0.006063529249638255,0.0011369117343071728,0.005477847447116378,0.006132432991111417,0.00520223248122373,0.01626128298766623,0.007992834010886792
15,0.002893957141872804,0.0027906015296630606,0.006063529249638255,0.0011369117343071728,0.005477847447116378,0.006132432991111417,0.00520223248122373,0.01626128298766623,0.007992834010886792,0.013711844553159236
16,0.0027906015296630606,0.006063529249638255,0.0011369117343071728,0.005477847447116378,0.006132432991111417,0.00520223248122373,0.01626128298766623,0.007992834010886792,0.013711844553159236,0.020636670571212015
17,0.006063529249638255,0.0011369117343071728,0.005477847447116378,0.006132432991111417,0.00520223248122373,0.01626128298766623,0.007992834010886792,0.013711844553159236,0.020636670571212015,0.01729483910976366
18,0.0011369117343071728,0.005477847447116378,0.006132432991111417,0.00520223248122373,0.01626128298766623,0.007992834010886792,0.013711844553159236,0.020636670571212015,0.01729483910976366,0.024150761386343277
19,0.005477847447116378,0.006132432991111417,0.00520223248122373,0.01626128298766623,0.007992834010886792,0.013711844553159236,0.020636670571212015,0.01729483910976366,0.024150761386343277,0.0173981947219734
20,0.006132432991111417,0.00520223248122373,0.01626128298766623,0.007992834010886792,0.013711844553159236,0.020636670571212015,0.01729483910976366,0.024150761386343277,0.0173981947219734,0.01660580169503204
21,0.00520223248122373,0.01626128298766623,0.007992834010886792,0.013711844553159236,0.020636670571212015,0.01729483910976366,0.024150761386343277,0.0173981947219734,0.01660580169503204,0.020257699993109623
22,0.01626128298766623,0.007992834010886792,0.013711844553159236,0.020636670571212015,0.01729483910976366,0.024150761386343277,0.0173981947219734,0.01660580169503204,0.020257699993109623,0.030765520567766828
23,0.007992834010886792,0.013711844553159236,0.020636670571212015,0.01729483910976366,0.024150761386343277,0.0173981947219734,0.01660580169503204,0.020257699993109623,0.030765520567766828,0.02635568111348446
24,0.013711844553159236,0.020636670571212015,0.01729483910976366,0.024150761386343277,0.0173981947219734,0.01660580169503204,0.020257699993109623,0.030765520567766828,0.02635568111348446,0.031523461723971614
25,0.020636670571212015,0.01729483910976366,0.024150761386343277,0.0173981947219734,0.01660580169503204,0.020257699993109623,0.030765520567766828,0.02635568111348446,0.031523461723971614,0.031075587404396057
26,0.01729483910976366,0.024150761386343277,0.0173981947219734,0.01660580169503204,0.020257699993109623,0.030765520567766828,0.02635568111348446,0.031523461723971614,0.031075587404396057,0.05029973127540825
27,0.024150761386343277,0.0173981947219734,0.01660580169503204,0.020257699993109623,0.030765520567766828,0.02635568111348446,0.031523461723971614,0.031075587404396057,0.05029973127540825,0.03841383587128781
28,0.0173981947219734,0.01660580169503204,0.020257699993109623,0.030765520567766828,0.02635568111348446,0.031523461723971614,0.031075587404396057,0.05029973127540825,0.03841383587128781,0.02835388961620616
29,0.01660580169503204,0.020257699993109623,0.030765520567766828,0.02635568111348446,0.031523461723971614,0.031075587404396057,0.05029973127540825,0.03841383587128781,0.02835388961620616,0.03696685730035141
30,0.020257699993109623,0.030765520567766828,0.02635568111348446,0.031523461723971614,0.031075587404396057,0.05029973127540825,0.03841383587128781,0.02835388961620616,0.03696685730035141,0.03286708468269827
31,0.030765520567766828,0.02635568111348446,0.031523461723971614,0.031075587404396057,0.05029973127540825,0.03841383587128781,0.02835388961620616,0.03696685730035141,0.03286708468269827,0.0455109212430235
32,0.02635568111348446,0.031523461723971614,0.031075587404396057,0.05029973127540825,0.03841383587128781,0.02835388961620616,0.03696685730035141,0.03286708468269827,0.0455109212430235,0.052952525322124994
33,0.031523461723971614,0.031075587404396057,0.05029973127540825,0.03841383587128781,0.02835388961620616,0.03696685730035141,0.03286708468269827,0.0455109212430235,0.052952525322124994,0.0456831805967064
34,0.031075587404396057,0.05029973127540825,0.03841383587128781,0.02835388961620616,0.03696685730035141,0.03286708468269827,0.0455109212430235,0.052952525322124994,0.0456831805967064,0.05109212430234962
35,0.05029973127540825,0.03841383587128781,0.02835388961620616,0.03696685730035141,0.03286708468269827,0.0455109212430235,0.052952525322124994,0.0456831805967064,0.05109212430234962,0.0422379935230483
36,0.03841383587128781,0.02835388961620616,0.03696685730035141,0.03286708468269827,0.0455109212430235,0.052952525322124994,0.0456831805967064,0.05109212430234962,0.0422379935230483,0.06025632191828016
37,0.02835388961620616,0.03696685730035141,0.03286708468269827,0.0455109212430235,0.052952525322124994,0.0456831805967064,0.05109212430234962,0.0422379935230483,0.06025632191828016,0.049541790119203476
38,0.03696685730035141,0.03286708468269827,0.0455109212430235,0.052952525322124994,0.0456831805967064,0.05109212430234962,0.0422379935230483,0.06025632191828016,0.049541790119203476,0.05887824708881692
39,0.03286708468269827,0.0455109212430235,0.052952525322124994,0.0456831805967064,0.05109212430234962,0.0422379935230483,0.06025632191828016,0.049541790119203476,0.05887824708881692,0.053469303383173704
40,0.0455109212430235,0.052952525322124994,0.0456831805967064,0.05109212430234962,0.0422379935230483,0.06025632191828016,0.049541790119203476,0.05887824708881692,0.053469303383173704,0.05756907600082684
41,0.052952525322124994,0.0456831805967064,0.05109212430234962,0.0422379935230483,0.06025632191828016,0.049541790119203476,0.05887824708881692,0.053469303383173704,0.05756907600082684,0.06449390201887963
42,0.0456831805967064,0.05109212430234962,0.0422379935230483,0.06025632191828016,0.049541790119203476,0.05887824708881692,0.053469303383173704,0.05756907600082684,0.06449390201887963,0.055743126851788054
43,0.05109212430234962,0.0422379935230483,0.06025632191828016,0.049541790119203476,0.05887824708881692,0.053469303383173704,0.05756907600082684,0.06449390201887963,0.055743126851788054,0.05646661613725625
44,0.0422379935230483,0.06025632191828016,0.049541790119203476,0.05887824708881692,0.053469303383173704,0.05756907600082684,0.06449390201887963,0.055743126851788054,0.05646661613725625,0.09288224350582236
45,0.06025632191828016,0.049541790119203476,0.05887824708881692,0.053469303383173704,0.05756907600082684,0.06449390201887963,0.055743126851788054,0.05646661613725625,0.09288224350582236,0.08440708330462345
46,0.049541790119203476,0.05887824708881692,0.053469303383173704,0.05756907600082684,0.06449390201887963,0.055743126851788054,0.05646661613725625,0.09288224350582236,0.08440708330462345,0.09333011782539792
47,0.05887824708881692,0.053469303383173704,0.05756907600082684,0.06449390201887963,0.055743126851788054,0.05646661613725625,0.09288224350582236,0.08440708330462345,0.09333011782539792,0.1333976434920416
48,0.053469303383173704,0.05756907600082684,0.06449390201887963,0.055743126851788054,0.05646661613725625,0.09288224350582236,0.08440708330462345,0.09333011782539792,0.1333976434920416,0.09222765796182733
49,0.05756907600082684,0.06449390201887963,0.055743126851788054,0.05646661613725625,0.09288224350582236,0.08440708330462345,0.09333011782539792,0.1333976434920416,0.09222765796182733,0.12257975608075518
50,0.06449390201887963,0.055743126851788054,0.05646661613725625,0.09288224350582236,0.08440708330462345,0.09333011782539792,0.1333976434920416,0.09222765796182733,0.12257975608075518,0.11668848618479984
51,0.055743126851788054,0.05646661613725625,0.09288224350582236,0.08440708330462345,0.09333011782539792,0.1333976434920416,0.09222765796182733,0.12257975608075518,0.11668848618479984,0.11427685523323916
52,0.05646661613725625,0.09288224350582236,0.08440708330462345,0.09333011782539792,0.1333976434920416,0.09222765796182733,0.12257975608075518,0.11668848618479984,0.11427685523323916,0.11279542479156618
53,0.09288224350582236,0.08440708330462345,0.09333011782539792,0.1333976434920416,0.09222765796182733,0.12257975608075518,0.11668848618479984,0.11427685523323916,0.11279542479156618,0.14504237580100598
54,0.08440708330462345,0.09333011782539792,0.1333976434920416,0.09222765796182733,0.12257975608075518,0.11668848618479984,0.11427685523323916,0.11279542479156618,0.14504237580100598,0.12406118652242816
55,0.09333011782539792,0.1333976434920416,0.09222765796182733,0.12257975608075518,0.11668848618479984,0.11427685523323916,0.11279542479156618,0.14504237580100598,0.12406118652242816,0.12133948873423826
56,0.1333976434920416,0.09222765796182733,0.12257975608075518,0.11668848618479984,0.11427685523323916,0.11279542479156618,0.14504237580100598,0.12406118652242816,0.12133948873423826,0.1281265072693447
57,0.09222765796182733,0.12257975608075518,0.11668848618479984,0.11427685523323916,0.11279542479156618,0.14504237580100598,0.12406118652242816,0.12133948873423826,0.1281265072693447,0.13656721559980706
58,0.12257975608075518,0.11668848618479984,0.11427685523323916,0.11279542479156618,0.14504237580100598,0.12406118652242816,0.12133948873423826,0.1281265072693447,0.13656721559980706,0.12874664094260316
59,0.11668848618479984,0.11427685523323916,0.11279542479156618,0.14504237580100598,0.12406118652242816,0.12133948873423826,0.1281265072693447,0.13656721559980706,0.12874664094260316,0.16964101150692482
60,0.11427685523323916,0.11279542479156618,0.14504237580100598,0.12406118652242816,0.12133948873423826,0.1281265072693447,0.13656721559980706,0.12874664094260316,0.16964101150692482,0.1763591263005581
61,0.11279542479156618,0.14504237580100598,0.12406118652242816,0.12133948873423826,0.1281265072693447,0.13656721559980706,0.12874664094260316,0.16964101150692482,0.1763591263005581,0.15720388617101907
62,0.14504237580100598,0.12406118652242816,0.12133948873423826,0.1281265072693447,0.13656721559980706,0.12874664094260316,0.16964101150692482,0.1763591263005581,0.15720388617101907,0.18349066354303037
63,0.12406118652242816,0.12133948873423826,0.1281265072693447,0.13656721559980706,0.12874664094260316,0.16964101150692482,0.1763591263005581,0.15720388617101907,0.18349066354303037,0.1825604630331427
64,0.12133948873423826,0.1281265072693447,0.13656721559980706,0.12874664094260316,0.16964101150692482,0.1763591263005581,0.15720388617101907,0.18349066354303037,0.1825604630331427,0.20216357748225727
65,0.1281265072693447,0.13656721559980706,0.12874664094260316,0.16964101150692482,0.1763591263005581,0.15720388617101907,0.18349066354303037,0.1825604630331427,0.20216357748225727,0.2195273203334941
66,0.13656721559980706,0.12874664094260316,0.16964101150692482,0.1763591263005581,0.15720388617101907,0.18349066354303037,0.1825604630331427,0.20216357748225727,0.2195273203334941,0.21790808240887477
67,0.12874664094260316,0.16964101150692482,0.1763591263005581,0.15720388617101907,0.18349066354303037,0.1825604630331427,0.20216357748225727,0.2195273203334941,0.21790808240887477,0.22979397781299524
68,0.16964101150692482,0.1763591263005581,0.15720388617101907,0.18349066354303037,0.1825604630331427,0.20216357748225727,0.2195273203334941,0.21790808240887477,0.22979397781299524,0.21373940604974848
69,0.1763591263005581,0.15720388617101907,0.18349066354303037,0.1825604630331427,0.20216357748225727,0.2195273203334941,0.21790808240887477,0.22979397781299524,0.21373940604974848,0.18400744160407909
70,0.15720388617101907,0.18349066354303037,0.1825604630331427,0.20216357748225727,0.2195273203334941,0.21790808240887477,0.22979397781299524,0.21373940604974848,0.18400744160407909,0.21511748087921173
71,0.18349066354303037,0.1825604630331427,0.20216357748225727,0.2195273203334941,0.21790808240887477,0.22979397781299524,0.21373940604974848,0.18400744160407909,0.21511748087921173,0.24536622338592984
72,0.1825604630331427,0.20216357748225727,0.2195273203334941,0.21790808240887477,0.22979397781299524,0.21373940604974848,0.18400744160407909,0.21511748087921173,0.24536622338592984,0.2615241507613863
73,0.20216357748225727,0.2195273203334941,0.21790808240887477,0.22979397781299524,0.21373940604974848,0.18400744160407909,0.21511748087921173,0.24536622338592984,0.2615241507613863,0.2731688830703507
