,Input1,Input2,Input3,Input4,Input5,Input6,Output1,Output2,Output3,Output4
0,0.2223858615611193,0.286818851251841,0.3276877761413844,0.36119293078055964,0.33505154639175255,0.29013254786450665,0.29455081001472755,0.3214285714285714,0.4053755522827688,0.44587628865979384
1,0.0003681885125184094,0.0,0.0003681885125184094,0.0003681885125184094,0.0003681885125184094,0.0,0.0,0.0,0.0,0.0
2,0.621502209131075,0.7514727540500736,0.7529455081001473,0.8464653902798233,0.7842415316642121,0.7349042709867453,0.7470544918998527,0.8243740795287188,1.0,0.9565537555228276
3,0.039764359351988215,0.04270986745213549,0.0390279823269514,0.07879234167893961,0.07621502209131074,0.08910162002945508,0.07474226804123711,0.10677466863033874,0.11929307805596465,0.12592047128129602
4,0.014727540500736377,0.020250368188512516,0.016568483063328424,0.011782032400589101,0.010309278350515464,0.015832106038291605,0.017673048600883652,0.015095729013254785,0.011045655375552282,0.010309278350515464
5,0.21170839469808542,0.22164948453608246,0.29455081001472755,0.30559646539027985,0.29933726067746685,0.2695139911634757,0.296759941089838,0.3508836524300442,0.398379970544919,0.4009572901325479
6,0.011045655375552282,0.010309278350515464,0.016568483063328424,0.013991163475699557,0.01804123711340206,0.015095729013254785,0.01877761413843888,0.017673048600883652,0.02577319587628866,0.021354933726067744
7,0.0784241531664212,0.08431516936671575,0.09977908689248895,0.12812960235640647,0.11929307805596465,0.11524300441826214,0.0857879234167894,0.09756995581737848,0.12997054491899854,0.13880706921944036
8,0.17452135493372606,0.17341678939617083,0.18372606774668632,0.21170839469808542,0.22164948453608246,0.29455081001472755,0.30559646539027985,0.29933726067746685,0.2695139911634757,0.296759941089838
9,0.005522827687776141,0.004050073637702503,0.005522827687776141,0.004050073637702503,0.004418262150220913,0.0022091310751104565,0.005154639175257732,0.005154639175257732,0.011045655375552282,0.022827687776141387
10,0.023195876288659795,0.026509572901325478,0.029455081001472753,0.02466863033873343,0.01804123711340206,0.016200294550810013,0.013622974963181149,0.013991163475699557,0.023195876288659795,0.032400589101620025
11,0.022827687776141387,0.02577319587628866,0.0195139911634757,0.017673048600883652,0.014727540500736377,0.020250368188512516,0.016568483063328424,0.011782032400589101,0.010309278350515464,0.015832106038291605
12,0.0,0.0,0.0,0.0,0.0,0.0003681885125184094,0.0007363770250368188,0.001840942562592047,0.001840942562592047,0.0029455081001472753
13,0.09756995581737848,0.12997054491899854,0.13880706921944036,0.13144329896907217,0.1251840942562592,0.11045655375552282,0.08910162002945508,0.0938880706921944,0.13402061855670103,0.18151693667157584
14,0.013991163475699557,0.023195876288659795,0.032400589101620025,0.02982326951399116,0.026877761413843886,0.026509572901325478,0.046759941089838,0.047128129602356406,0.04933726067746686,0.039764359351988215
15,0.0033136966126656848,0.0033136966126656848,0.005522827687776141,0.004050073637702503,0.005522827687776141,0.004050073637702503,0.004418262150220913,0.0022091310751104565,0.005154639175257732,0.005154639175257732
16,0.004418262150220913,0.0022091310751104565,0.005154639175257732,0.005154639175257732,0.011045655375552282,0.022827687776141387,0.027982326951399114,0.027614138438880706,0.01877761413843888,0.020250368188512516
17,0.02577319587628866,0.021354933726067744,0.01877761413843888,0.014359351988217967,0.02172312223858616,0.03203240058910162,0.028718703976435934,0.039764359351988215,0.04381443298969072,0.04896907216494845
18,0.01804123711340206,0.015095729013254785,0.01877761413843888,0.017673048600883652,0.02577319587628866,0.021354933726067744,0.01877761413843888,0.014359351988217967,0.02172312223858616,0.03203240058910162
19,0.11524300441826214,0.0857879234167894,0.09756995581737848,0.12997054491899854,0.13880706921944036,0.13144329896907217,0.1251840942562592,0.11045655375552282,0.08910162002945508,0.0938880706921944
20,0.08910162002945508,0.07474226804123711,0.10677466863033874,0.11929307805596465,0.12592047128129602,0.11634756995581737,0.10346097201767306,0.08357879234167895,0.08689248895434463,0.0861561119293078
