,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.02542,0.00284,0.0244,0.02644,0.02232,0.03217
TestRMSE,2.3243,1.11712,1.92455,2.72406,0.23288,3.62663
Step1,1.14715,0.51669,0.96226,1.33204,0.0761,1.66274
Step2,0.78246,0.35249,0.65633,0.9086,0.06904,1.19633
Step3,0.42204,0.24229,0.33534,0.50875,0.06352,0.94848
Step4,1.28695,0.7479,1.01931,1.55458,0.06507,2.06625
Step5,1.18043,0.69649,0.93119,1.42966,0.04866,2.11526
